Property_ID,Location,Property_Type,Bedrooms,Bathrooms,Area_sqm,Developer,Status,Price_EGP,Sale_Date
20240,6th October City,Commercial Office,5,3,297,Developer_10,Sold,19239667.74,2024-12-30
20241,Downtown Cairo,Retail Space,1,3,369,Developer_2,Sold,35658472.54,2024-11-16
20242,Heliopolis,Villa,1,1,291,Developer_3,Sold,30256295.03,2024-01-21
20243,Heliopolis,Commercial Office,2,2,313,Developer_8,Sold,16370236.06,2024-06-09
20244,Nasr City,Studio,2,3,408,Developer_10,Sold,17418446.41,2024-05-01
20245,Zayed City,Studio,1,4,348,Developer_5,Sold,16498486.97,2024-01-08
20246,Maadi,Retail Space,4,4,66,Developer_7,Available,4435542.75,2024-04-20
20247,6th October City,Retail Space,4,4,387,Developer_2,Available,29624012.98,2024-08-11
20248,Zayed City,Villa,3,2,283,Developer_3,Sold,36269159.14,2024-03-20
20249,New Cairo,Apartment,2,4,345,Developer_7,Sold,19628210.21,2024-03-28
20250,Nasr City,Villa,1,2,448,Developer_9,Sold,38314643.82,2024-10-07
20251,Downtown Cairo,Duplex,5,3,389,Developer_5,Sold,23973170.62,2024-03-23
20252,Downtown Cairo,Apartment,5,2,96,Developer_5,Sold,5956468.77,2024-03-23
20253,Downtown Cairo,Villa,4,1,354,Developer_8,Sold,47810706.86,2024-12-05
20254,Maadi,Duplex,1,2,483,Developer_1,Sold,20411015.66,2024-06-17
20255,Heliopolis,Duplex,4,1,401,Developer_8,Sold,15612404.56,2024-08-05
20256,6th October City,Retail Space,4,3,464,Developer_4,Sold,31687343.19,2024-09-21
20257,Downtown Cairo,Commercial Office,2,2,203,Developer_2,Sold,16473014.49,2024-02-29
20258,Downtown Cairo,Retail Space,2,3,107,Developer_1,Sold,8995731.67,2024-06-10
20259,New Cairo,Villa,1,1,189,Developer_7,Sold,23372862.45,2024-02-07
20260,Zayed City,Studio,3,3,167,Developer_10,Sold,8138980.89,2024-05-28
20261,Downtown Cairo,Retail Space,2,4,347,Developer_1,Available,30209238.09,2024-08-25
20262,Nasr City,Commercial Office,3,4,397,Developer_8,Sold,22968615.07,2024-06-13
20263,Zayed City,Retail Space,4,1,392,Developer_7,Sold,28197606.44,2024-06-02
20264,Heliopolis,Retail Space,4,4,475,Developer_2,Sold,27663989.08,2024-03-26
20265,Zayed City,Apartment,1,1,96,Developer_3,Sold,4683741.22,2024-02-18
20266,6th October City,Studio,1,4,53,Developer_1,Sold,2439344.13,2024-06-20
20267,New Cairo,Duplex,4,2,373,Developer_4,Sold,18092435.48,2024-02-22
20268,Maadi,Apartment,3,3,207,Developer_5,Sold,7750145.33,2024-03-05
20269,6th October City,Commercial Office,3,1,217,Developer_1,Sold,13272837.58,2024-06-29
20270,Heliopolis,Retail Space,4,2,227,Developer_9,Available,12459508.32,2024-04-11
20271,Nasr City,Duplex,5,4,186,Developer_9,Sold,7842812.13,2024-10-31
20272,Heliopolis,Retail Space,5,2,395,Developer_3,Sold,21850319.13,2024-11-24
20273,Heliopolis,Duplex,3,3,466,Developer_4,Sold,18787841.64,2024-07-04
20274,Zayed City,Duplex,5,2,101,Developer_8,Sold,4766526.33,2024-11-08
20275,Nasr City,Studio,2,3,301,Developer_5,Available,11661349.14,2024-08-23
20276,6th October City,Commercial Office,1,1,222,Developer_8,Sold,14745180.72,2024-07-09
20277,Heliopolis,Commercial Office,1,1,52,Developer_1,Sold,2961638.0,2024-11-15
20278,6th October City,Retail Space,5,3,405,Developer_6,Sold,29312999.56,2024-08-20
20279,Downtown Cairo,Studio,4,4,255,Developer_8,Sold,16371026.54,2024-08-29
20280,Downtown Cairo,Commercial Office,2,2,51,Developer_7,Available,4545727.77,2024-09-30
20281,Downtown Cairo,Duplex,5,1,437,Developer_8,Sold,26439991.58,2024-06-05
20282,Maadi,Duplex,4,4,106,Developer_9,Sold,4222483.78,2024-07-29
20283,Zayed City,Retail Space,4,3,366,Developer_5,Sold,24540863.14,2024-01-13
20284,6th October City,Duplex,3,1,278,Developer_6,Sold,12181303.15,2024-07-26
20285,Downtown Cairo,Commercial Office,2,3,392,Developer_1,Sold,35011039.9,2024-06-29
20286,Downtown Cairo,Villa,2,4,188,Developer_9,Sold,21970283.57,2024-07-15
20287,Nasr City,Apartment,3,4,404,Developer_1,Sold,15936472.32,2024-10-14
20288,Heliopolis,Villa,4,1,147,Developer_4,Available,14033841.38,2024-02-21
20289,Downtown Cairo,Studio,4,2,433,Developer_9,Sold,24502005.26,2024-04-09
20290,Maadi,Villa,5,4,198,Developer_4,Available,18582899.49,2024-07-27
20291,Nasr City,Retail Space,1,4,302,Developer_1,Sold,16366185.94,2024-02-01
20292,Zayed City,Villa,3,4,172,Developer_6,Sold,20089516.39,2024-02-13
20293,Maadi,Retail Space,5,3,487,Developer_5,Available,33467051.3,2024-07-13
20294,Maadi,Studio,2,4,468,Developer_7,Sold,17611288.43,2024-04-08
20295,Maadi,Villa,2,4,347,Developer_4,Sold,36381190.31,2024-03-22
20296,Heliopolis,Apartment,2,1,442,Developer_4,Available,18369867.85,2024-05-21
20297,Downtown Cairo,Commercial Office,1,3,447,Developer_6,Sold,36974868.84,2024-07-06
20298,New Cairo,Studio,3,1,399,Developer_2,Sold,20975311.39,2024-09-16
20299,Maadi,Villa,1,4,51,Developer_2,Sold,5502822.58,2024-03-04
20300,Nasr City,Duplex,4,3,258,Developer_8,Sold,9600478.66,2024-09-30
20301,Nasr City,Duplex,4,2,494,Developer_6,Available,16370303.07,2024-09-12
20302,Zayed City,Studio,2,2,64,Developer_7,Available,2932170.42,2024-05-26
20303,6th October City,Duplex,3,1,162,Developer_3,Available,7340714.12,2024-07-09
20304,6th October City,Apartment,5,1,398,Developer_4,Sold,18517021.39,2024-12-02
20305,New Cairo,Villa,4,4,188,Developer_1,Sold,21654689.14,2024-07-06
20306,Heliopolis,Apartment,5,1,423,Developer_8,Sold,15627360.99,2024-05-15
20307,Downtown Cairo,Apartment,5,3,490,Developer_5,Sold,28042487.35,2024-12-12
20308,Heliopolis,Commercial Office,4,4,133,Developer_9,Sold,8139556.71,2024-10-21
20309,Downtown Cairo,Villa,5,4,372,Developer_7,Sold,47365195.99,2024-06-14
20310,Maadi,Studio,5,4,184,Developer_7,Sold,8747186.33,2024-11-16
20311,Downtown Cairo,Duplex,5,2,306,Developer_3,Sold,19393456.55,2024-10-12
20312,New Cairo,Commercial Office,1,3,484,Developer_1,Sold,37544459.82,2024-11-25
20313,Zayed City,Apartment,3,1,90,Developer_4,Sold,4260663.99,2024-09-10
20314,Zayed City,Duplex,2,1,416,Developer_8,Sold,22089908.11,2024-05-08
20315,6th October City,Villa,1,3,172,Developer_6,Sold,17156563.7,2024-06-15
20316,Zayed City,Apartment,5,1,493,Developer_1,Available,23756055.57,2024-06-06
20317,Maadi,Apartment,1,1,324,Developer_6,Sold,15156357.22,2024-07-02
20318,Nasr City,Villa,1,2,239,Developer_5,Sold,20415875.91,2024-05-24
20319,Zayed City,Studio,3,2,463,Developer_6,Sold,25661249.97,2024-04-15
20320,New Cairo,Commercial Office,3,1,65,Developer_5,Available,4741513.02,2024-06-06
20321,Maadi,Villa,5,4,451,Developer_9,Sold,44075321.72,2024-03-01
20322,Zayed City,Duplex,1,2,80,Developer_7,Sold,3503706.77,2024-04-21
20323,Heliopolis,Duplex,3,3,468,Developer_2,Sold,17165825.89,2024-03-08
20324,Downtown Cairo,Apartment,3,4,77,Developer_9,Sold,4635763.06,2024-07-28
20325,Zayed City,Retail Space,1,1,166,Developer_4,Sold,12426668.15,2024-09-13
20326,Heliopolis,Commercial Office,3,3,171,Developer_1,Sold,10705226.37,2024-07-29
20327,Maadi,Studio,4,3,282,Developer_10,Sold,12551901.86,2024-07-11
20328,Zayed City,Studio,3,4,445,Developer_10,Sold,19971701.81,2024-02-01
20329,Heliopolis,Retail Space,5,1,417,Developer_6,Sold,27192697.86,2024-12-03
20330,Nasr City,Duplex,5,4,413,Developer_2,Sold,16884680.36,2024-11-29
20331,6th October City,Studio,2,3,457,Developer_6,Sold,22334964.89,2024-08-10
20332,Maadi,Duplex,2,1,401,Developer_9,Sold,15846786.49,2024-08-21
20333,Heliopolis,Commercial Office,1,3,139,Developer_3,Sold,7321865.46,2024-02-14
20334,New Cairo,Retail Space,5,1,474,Developer_8,Sold,37432850.65,2024-12-09
20335,Zayed City,Apartment,2,2,246,Developer_10,Available,12991859.69,2024-05-25
20336,Heliopolis,Duplex,1,4,367,Developer_10,Sold,13292262.14,2024-03-27
20337,Downtown Cairo,Commercial Office,2,4,126,Developer_8,Sold,9750037.63,2024-07-03
20338,Heliopolis,Retail Space,3,4,243,Developer_9,Sold,15365853.68,2024-08-12
20339,Heliopolis,Duplex,4,3,426,Developer_5,Sold,15760840.36,2024-12-11
20340,Downtown Cairo,Villa,2,4,229,Developer_8,Sold,31562040.27,2024-04-07
20341,6th October City,Duplex,3,1,332,Developer_8,Available,14242215.2,2024-06-07
20342,Downtown Cairo,Commercial Office,4,4,490,Developer_5,Available,41454042.38,2024-04-08
20343,Downtown Cairo,Studio,2,1,457,Developer_10,Sold,27847298.5,2024-07-23
20344,New Cairo,Duplex,5,2,117,Developer_1,Sold,5848374.43,2024-09-17
20345,Downtown Cairo,Apartment,4,3,304,Developer_1,Sold,16329644.9,2024-03-06
20346,New Cairo,Commercial Office,3,2,176,Developer_7,Sold,12809492.61,2024-06-22
20347,Nasr City,Studio,5,3,295,Developer_8,Sold,10994022.17,2024-07-05
20348,Downtown Cairo,Commercial Office,3,3,113,Developer_7,Available,8851642.58,2024-06-02
20349,6th October City,Duplex,2,2,325,Developer_8,Sold,15210847.98,2024-01-31
20350,Downtown Cairo,Villa,3,2,314,Developer_2,Sold,43612983.2,2024-09-02
20351,Heliopolis,Villa,1,3,152,Developer_8,Sold,12487673.65,2024-09-26
20352,Maadi,Apartment,3,3,112,Developer_8,Sold,4623672.66,2024-02-06
20353,6th October City,Retail Space,3,3,202,Developer_6,Sold,13088774.34,2024-04-05
20354,Downtown Cairo,Retail Space,5,2,171,Developer_2,Sold,17893135.86,2024-06-08
20355,6th October City,Apartment,3,4,494,Developer_4,Sold,26562360.27,2024-10-07
20356,New Cairo,Studio,4,2,91,Developer_9,Available,5497976.29,2024-03-29
20357,Nasr City,Villa,3,1,406,Developer_8,Sold,33933277.95,2024-08-18
20358,Nasr City,Duplex,2,2,180,Developer_9,Sold,7308711.05,2024-11-13
20359,6th October City,Commercial Office,1,4,234,Developer_2,Sold,15512432.4,2024-01-21
20360,6th October City,Commercial Office,1,1,494,Developer_8,Available,28929762.93,2024-10-25
20361,Downtown Cairo,Villa,3,4,58,Developer_4,Sold,7412574.35,2024-03-16
20362,Zayed City,Villa,1,1,348,Developer_4,Sold,35140838.28,2024-10-04
20363,Heliopolis,Commercial Office,5,2,220,Developer_4,Sold,11118952.26,2024-11-01
20364,New Cairo,Studio,1,4,456,Developer_1,Sold,25065860.42,2024-10-18
20365,Heliopolis,Commercial Office,2,4,135,Developer_2,Sold,7474947.49,2024-01-13
20366,Maadi,Apartment,3,3,194,Developer_6,Sold,8886189.04,2024-11-27
20367,Maadi,Duplex,1,4,446,Developer_1,Sold,20437275.88,2024-07-23
20368,Nasr City,Villa,2,4,378,Developer_1,Sold,32145288.83,2024-04-15
20369,New Cairo,Retail Space,1,2,453,Developer_3,Sold,34975923.6,2024-12-29
20370,Heliopolis,Villa,2,2,388,Developer_7,Available,33297291.09,2024-05-24
20371,Nasr City,Studio,3,1,227,Developer_5,Sold,8751510.1,2024-09-12
20372,Maadi,Apartment,2,1,451,Developer_7,Sold,18495145.52,2024-08-31
20373,6th October City,Commercial Office,1,2,423,Developer_7,Sold,26596370.59,2024-05-30
20374,New Cairo,Apartment,2,4,487,Developer_8,Available,28789381.7,2024-03-31
20375,New Cairo,Apartment,3,3,449,Developer_5,Sold,24661757.98,2024-04-10
20376,Heliopolis,Studio,2,3,62,Developer_1,Sold,2419459.44,2024-05-07
20377,Downtown Cairo,Studio,5,2,262,Developer_2,Sold,13743907.63,2024-06-20
20378,Zayed City,Retail Space,1,4,495,Developer_10,Available,36829228.46,2024-06-15
20379,Heliopolis,Commercial Office,2,3,149,Developer_5,Sold,8181005.1,2024-09-14
20380,6th October City,Retail Space,5,3,405,Developer_7,Sold,28341900.56,2024-07-02
20381,Downtown Cairo,Commercial Office,5,1,433,Developer_8,Sold,37072887.2,2024-12-20
20382,Downtown Cairo,Duplex,4,2,366,Developer_4,Sold,23936721.73,2024-05-21
20383,Downtown Cairo,Apartment,2,4,345,Developer_10,Sold,21496286.04,2024-02-15
20384,6th October City,Commercial Office,4,3,103,Developer_4,Sold,6268217.35,2024-06-12
20385,Nasr City,Studio,5,2,257,Developer_6,Available,10365933.57,2024-06-01
20386,New Cairo,Duplex,3,1,487,Developer_2,Sold,27702141.57,2024-11-12
20387,Nasr City,Retail Space,2,2,363,Developer_10,Sold,20483444.1,2024-02-23
20388,6th October City,Duplex,4,3,68,Developer_10,Available,3241608.96,2024-01-20
20389,Zayed City,Studio,1,4,462,Developer_10,Sold,22852598.69,2024-08-20
20390,New Cairo,Commercial Office,3,1,83,Developer_9,Sold,6290082.84,2024-05-26
20391,6th October City,Studio,4,2,438,Developer_6,Sold,22922453.57,2024-04-30
20392,Zayed City,Commercial Office,2,1,319,Developer_9,Sold,23537778.57,2024-05-05
20393,Heliopolis,Studio,1,4,426,Developer_6,Available,16743848.49,2024-10-19
20394,Maadi,Studio,3,1,433,Developer_4,Sold,18963091.24,2024-03-01
20395,Downtown Cairo,Villa,5,4,128,Developer_1,Sold,16593227.57,2024-08-16
20396,6th October City,Commercial Office,4,2,106,Developer_9,Sold,7318438.43,2024-10-09
20397,Maadi,Apartment,3,2,161,Developer_9,Sold,6623920.68,2024-05-05
20398,Nasr City,Villa,5,1,59,Developer_3,Sold,4997021.38,2024-03-24
20399,Maadi,Villa,2,3,272,Developer_7,Sold,26555971.25,2024-11-07
20400,6th October City,Villa,2,3,396,Developer_9,Available,43866793.76,2024-04-01
20401,Maadi,Villa,5,1,218,Developer_9,Sold,19176892.31,2024-07-26
20402,Downtown Cairo,Apartment,3,1,73,Developer_9,Sold,4209478.29,2024-02-21
20403,New Cairo,Villa,4,4,258,Developer_3,Available,27721839.26,2024-01-03
20404,6th October City,Retail Space,2,4,88,Developer_7,Sold,7145060.39,2024-08-07
20405,Zayed City,Apartment,2,1,141,Developer_6,Sold,7119950.87,2024-10-03
20406,Maadi,Retail Space,3,2,133,Developer_7,Sold,7925491.81,2024-06-23
20407,New Cairo,Apartment,2,4,146,Developer_7,Sold,8419813.53,2024-07-22
20408,Downtown Cairo,Retail Space,1,4,422,Developer_5,Sold,33858989.13,2024-07-25
20409,Nasr City,Villa,5,3,62,Developer_2,Sold,5333937.47,2024-07-18
20410,Nasr City,Duplex,4,2,240,Developer_7,Sold,9377946.46,2024-01-23
20411,Downtown Cairo,Apartment,3,2,300,Developer_7,Sold,18502506.5,2024-01-30
20412,Maadi,Villa,1,1,439,Developer_8,Sold,43888198.04,2024-10-05
20413,Nasr City,Studio,2,3,397,Developer_10,Sold,17931158.9,2024-04-26
20414,Zayed City,Studio,2,1,473,Developer_10,Sold,26658689.05,2024-02-29
20415,6th October City,Commercial Office,1,3,92,Developer_6,Sold,5590172.81,2024-02-22
20416,New Cairo,Apartment,2,4,166,Developer_5,Sold,7945490.23,2024-01-14
20417,Heliopolis,Apartment,5,2,249,Developer_8,Sold,10257629.06,2024-02-27
20418,Maadi,Retail Space,2,2,102,Developer_8,Sold,6960671.84,2024-12-19
20419,Nasr City,Studio,4,1,59,Developer_4,Sold,2307485.97,2024-03-05
20420,6th October City,Apartment,5,3,328,Developer_6,Available,13669648.11,2024-09-25
20421,Heliopolis,Apartment,3,1,75,Developer_10,Sold,2921005.49,2024-12-21
20422,Zayed City,Studio,5,2,498,Developer_6,Sold,24868365.02,2024-08-07
20423,Nasr City,Villa,3,1,480,Developer_9,Sold,40651616.13,2024-02-16
20424,Nasr City,Retail Space,3,2,423,Developer_6,Sold,25642423.29,2024-12-14
20425,New Cairo,Studio,5,2,211,Developer_7,Sold,12164309.71,2024-03-31
20426,Zayed City,Duplex,4,4,53,Developer_2,Sold,2733356.25,2024-01-30
20427,Zayed City,Studio,2,4,429,Developer_1,Available,19038358.99,2024-09-20
20428,Maadi,Retail Space,5,3,463,Developer_7,Sold,31943769.61,2024-05-28
20429,Heliopolis,Studio,3,1,436,Developer_2,Sold,15840352.17,2024-05-27
20430,New Cairo,Retail Space,5,4,485,Developer_10,Sold,39542664.83,2024-05-03
20431,Maadi,Villa,3,4,497,Developer_7,Sold,47596064.07,2024-12-27
20432,New Cairo,Studio,3,4,459,Developer_7,Sold,24890895.73,2024-01-14
20433,Zayed City,Studio,1,1,282,Developer_4,Sold,14138216.31,2024-03-26
20434,New Cairo,Villa,4,2,191,Developer_6,Sold,22484228.35,2024-12-07
20435,New Cairo,Studio,4,2,295,Developer_2,Sold,15607385.97,2024-02-27
20436,New Cairo,Villa,3,1,307,Developer_8,Sold,38680996.2,2024-08-19
20437,6th October City,Duplex,3,3,491,Developer_5,Sold,24711083.11,2024-02-23
20438,6th October City,Villa,2,3,94,Developer_8,Sold,10376077.56,2024-05-22
20439,Heliopolis,Apartment,3,2,99,Developer_8,Sold,3843896.71,2024-05-25
20440,Heliopolis,Apartment,3,3,309,Developer_4,Available,11129497.03,2024-02-07
20441,Downtown Cairo,Retail Space,4,2,186,Developer_3,Sold,15958572.21,2024-04-16
20442,Zayed City,Villa,3,4,443,Developer_10,Sold,47943295.05,2024-03-03
20443,New Cairo,Studio,2,2,277,Developer_9,Sold,13052820.41,2024-08-01
20444,Zayed City,Commercial Office,1,3,173,Developer_5,Sold,11377795.87,2024-05-30
20445,6th October City,Commercial Office,1,4,441,Developer_9,Sold,29985461.91,2024-12-01
20446,New Cairo,Duplex,2,2,130,Developer_3,Sold,6674661.55,2024-08-01
20447,Maadi,Duplex,3,3,364,Developer_7,Sold,15941366.15,2024-09-21
20448,6th October City,Commercial Office,2,3,167,Developer_6,Sold,10911572.74,2024-05-02
20449,6th October City,Commercial Office,1,3,156,Developer_2,Sold,10384371.24,2024-09-28
20450,6th October City,Villa,4,1,324,Developer_1,Sold,34468132.09,2024-01-18
20451,Downtown Cairo,Commercial Office,3,3,71,Developer_9,Sold,6012991.89,2024-07-28
20452,New Cairo,Apartment,3,1,148,Developer_4,Sold,8116164.6,2024-06-15
20453,Heliopolis,Duplex,5,1,202,Developer_2,Available,7668730.65,2024-10-16
20454,Nasr City,Retail Space,3,4,133,Developer_10,Sold,8266681.51,2024-11-03
20455,Maadi,Duplex,5,1,102,Developer_7,Sold,4148781.65,2024-01-10
20456,Maadi,Apartment,5,1,74,Developer_4,Sold,3134442.63,2024-01-27
20457,Zayed City,Duplex,4,3,192,Developer_7,Sold,8941603.52,2024-11-26
20458,New Cairo,Commercial Office,5,1,245,Developer_9,Sold,17822830.62,2024-06-30
20459,Heliopolis,Duplex,5,1,332,Developer_4,Sold,15373850.23,2024-05-20
20460,6th October City,Apartment,5,2,438,Developer_3,Sold,18557759.46,2024-06-03
20461,Nasr City,Duplex,5,4,453,Developer_8,Sold,16814380.98,2024-05-26
20462,New Cairo,Retail Space,5,2,74,Developer_8,Sold,6915511.8,2024-07-17
20463,New Cairo,Retail Space,2,1,262,Developer_9,Sold,20512581.04,2024-08-08
20464,Downtown Cairo,Retail Space,5,1,257,Developer_3,Sold,25495353.74,2024-10-20
20465,Heliopolis,Retail Space,2,3,280,Developer_4,Sold,18617299.21,2024-02-27
20466,Nasr City,Commercial Office,2,3,264,Developer_2,Sold,16113651.77,2024-09-07
20467,6th October City,Retail Space,2,4,204,Developer_10,Sold,15733576.72,2024-03-04
20468,New Cairo,Retail Space,3,2,215,Developer_5,Sold,16972010.07,2024-09-25
20469,Maadi,Villa,2,3,314,Developer_6,Sold,28750322.33,2024-02-16
20470,Maadi,Retail Space,3,2,368,Developer_8,Sold,26372908.97,2024-03-05
20471,Nasr City,Commercial Office,2,4,223,Developer_9,Available,11353896.71,2024-04-07
20472,6th October City,Retail Space,2,3,169,Developer_8,Sold,12430156.76,2024-06-03
20473,Nasr City,Duplex,2,3,376,Developer_3,Sold,16536793.85,2024-03-04
20474,New Cairo,Retail Space,4,1,325,Developer_10,Sold,26199168.0,2024-03-26
20475,Downtown Cairo,Studio,3,2,206,Developer_10,Sold,12443927.91,2024-08-24
20476,Downtown Cairo,Duplex,3,3,325,Developer_3,Sold,17289059.66,2024-09-29
20477,Maadi,Retail Space,4,3,302,Developer_6,Sold,20656092.03,2024-05-18
20478,Downtown Cairo,Retail Space,5,2,396,Developer_6,Available,33512841.76,2024-06-28
20479,Zayed City,Duplex,2,3,419,Developer_4,Sold,19155127.15,2024-12-07
20480,Nasr City,Apartment,1,2,233,Developer_3,Sold,8926034.23,2024-03-26
20481,Downtown Cairo,Studio,3,1,147,Developer_2,Sold,8858624.05,2024-02-26
20482,Zayed City,Apartment,3,2,256,Developer_4,Sold,14162764.5,2024-01-02
20483,Zayed City,Retail Space,1,2,449,Developer_8,Sold,31278847.62,2024-10-04
20484,Heliopolis,Apartment,1,1,213,Developer_8,Sold,9410325.55,2024-03-30
20485,Maadi,Commercial Office,1,4,351,Developer_7,Sold,20462337.61,2024-04-12
20486,Nasr City,Villa,4,2,404,Developer_10,Available,36851729.3,2024-05-29
20487,Zayed City,Duplex,2,2,476,Developer_3,Sold,26038667.55,2024-08-25
20488,New Cairo,Studio,2,3,465,Developer_10,Sold,27096342.18,2024-01-08
20489,Downtown Cairo,Duplex,1,4,245,Developer_6,Available,15368574.07,2024-01-21
20490,Heliopolis,Apartment,5,4,128,Developer_10,Sold,5730917.93,2024-12-26
20491,6th October City,Villa,2,4,212,Developer_2,Sold,22446672.55,2024-09-11
20492,Downtown Cairo,Apartment,5,2,177,Developer_7,Sold,11667013.68,2024-01-13
20493,Downtown Cairo,Duplex,2,3,293,Developer_7,Sold,17571464.46,2024-10-26
20494,Downtown Cairo,Commercial Office,5,3,269,Developer_3,Sold,23934335.25,2024-11-22
20495,Heliopolis,Duplex,4,4,82,Developer_9,Sold,3068584.57,2024-09-08
20496,6th October City,Apartment,2,1,467,Developer_9,Sold,23996407.61,2024-08-29
20497,Maadi,Studio,2,4,139,Developer_10,Sold,5222312.48,2024-10-25
20498,Nasr City,Studio,3,3,439,Developer_2,Sold,18442269.2,2024-07-13
20499,Nasr City,Studio,2,2,176,Developer_9,Sold,6701778.42,2024-11-04
20500,6th October City,Studio,3,4,116,Developer_6,Available,4742122.19,2024-08-05
20501,Downtown Cairo,Studio,1,1,227,Developer_8,Sold,12620725.39,2024-04-06
20502,New Cairo,Retail Space,3,1,433,Developer_3,Sold,35670386.0,2024-08-09
20503,6th October City,Villa,1,2,282,Developer_4,Sold,32587619.4,2024-08-03
20504,6th October City,Villa,2,1,72,Developer_5,Available,7564411.13,2024-06-18
20505,Nasr City,Commercial Office,3,1,196,Developer_3,Sold,10056906.13,2024-04-26
20506,Zayed City,Studio,1,4,242,Developer_4,Sold,12803152.22,2024-05-18
20507,New Cairo,Apartment,3,2,351,Developer_7,Available,19363707.54,2024-04-03
20508,Nasr City,Apartment,1,2,403,Developer_1,Available,13083449.08,2024-09-12
20509,Heliopolis,Duplex,3,3,430,Developer_10,Available,19073050.94,2024-01-26
20510,6th October City,Studio,1,2,300,Developer_8,Available,14150973.14,2024-10-07
20511,Zayed City,Apartment,5,3,73,Developer_2,Available,3710235.26,2024-01-04
20512,New Cairo,Retail Space,2,2,423,Developer_10,Sold,34289593.78,2024-01-09
20513,Maadi,Commercial Office,2,2,426,Developer_2,Sold,25840915.24,2024-11-05
20514,New Cairo,Apartment,3,1,477,Developer_6,Sold,23031202.68,2024-12-11
20515,New Cairo,Retail Space,1,4,298,Developer_3,Sold,21652405.87,2024-07-27
20516,Downtown Cairo,Retail Space,5,2,363,Developer_1,Available,35574439.39,2024-04-14
20517,6th October City,Commercial Office,2,1,279,Developer_2,Available,17130960.93,2024-06-18
20518,6th October City,Studio,3,2,85,Developer_9,Sold,4368238.32,2024-05-04
20519,Maadi,Duplex,2,2,434,Developer_2,Available,19036593.09,2024-08-19
20520,Maadi,Duplex,5,2,143,Developer_10,Sold,6286340.71,2024-04-30
20521,Maadi,Villa,2,1,392,Developer_6,Sold,40630492.82,2024-05-21
20522,Nasr City,Studio,4,3,127,Developer_9,Sold,4558937.71,2024-04-18
20523,Nasr City,Apartment,5,1,344,Developer_4,Available,14119947.9,2024-07-07
20524,6th October City,Duplex,1,3,76,Developer_4,Sold,4152124.57,2024-09-21
20525,6th October City,Retail Space,5,1,259,Developer_6,Sold,17939061.8,2024-10-01
20526,Maadi,Commercial Office,3,4,262,Developer_4,Sold,15233300.68,2024-07-12
20527,Nasr City,Retail Space,1,2,214,Developer_10,Sold,11536603.77,2024-02-25
20528,Zayed City,Commercial Office,2,1,87,Developer_6,Available,6156051.15,2024-02-09
20529,Nasr City,Apartment,5,3,428,Developer_4,Sold,15818058.6,2024-09-09
20530,6th October City,Apartment,1,2,356,Developer_7,Sold,14369601.66,2024-03-03
20531,Nasr City,Studio,2,3,132,Developer_10,Sold,5090408.83,2024-07-14
20532,6th October City,Apartment,5,3,193,Developer_3,Sold,9756096.97,2024-02-28
20533,Maadi,Apartment,1,2,238,Developer_7,Sold,9856076.1,2024-12-15
20534,Downtown Cairo,Apartment,3,1,268,Developer_8,Sold,16707156.3,2024-04-30
20535,Maadi,Duplex,2,2,425,Developer_9,Available,17794303.51,2024-12-30
20536,Maadi,Studio,2,4,177,Developer_8,Sold,7631545.62,2024-09-25
20537,Zayed City,Apartment,3,3,306,Developer_7,Sold,14908887.45,2024-08-15
20538,Downtown Cairo,Apartment,3,3,356,Developer_7,Sold,21240769.71,2024-10-10
20539,Zayed City,Retail Space,3,1,459,Developer_3,Available,35973734.79,2024-02-23
20540,6th October City,Retail Space,1,3,207,Developer_6,Sold,16248820.95,2024-08-26
20541,New Cairo,Commercial Office,3,4,194,Developer_10,Sold,14728316.86,2024-01-06
20542,Heliopolis,Duplex,4,1,190,Developer_5,Available,8151008.99,2024-12-28
20543,Zayed City,Apartment,1,3,301,Developer_5,Available,13346440.12,2024-10-28
20544,6th October City,Duplex,3,3,103,Developer_6,Sold,5270057.24,2024-09-12
20545,Downtown Cairo,Studio,3,2,296,Developer_2,Sold,17664967.34,2024-10-23
20546,Nasr City,Studio,4,4,75,Developer_9,Sold,2776107.73,2024-01-13
20547,Downtown Cairo,Retail Space,5,1,223,Developer_9,Available,20526625.58,2024-01-30
20548,Maadi,Villa,3,4,184,Developer_4,Sold,16078912.34,2024-01-27
20549,Maadi,Commercial Office,2,3,65,Developer_8,Sold,4151814.1,2024-10-30
20550,Maadi,Villa,3,2,494,Developer_3,Sold,49830753.91,2024-03-08
20551,6th October City,Duplex,1,3,457,Developer_4,Sold,21847169.29,2024-06-05
20552,Maadi,Commercial Office,1,4,297,Developer_1,Available,19581237.14,2024-08-21
20553,Zayed City,Retail Space,3,1,435,Developer_1,Available,35297693.8,2024-07-25
20554,Nasr City,Apartment,1,1,318,Developer_10,Available,12402041.32,2024-11-05
20555,Maadi,Retail Space,2,2,207,Developer_3,Available,14179416.5,2024-08-19
20556,6th October City,Retail Space,3,1,174,Developer_9,Available,11666415.82,2024-10-31
20557,Nasr City,Commercial Office,2,4,364,Developer_8,Sold,18298077.76,2024-08-16
20558,Maadi,Commercial Office,4,1,468,Developer_5,Available,28289178.06,2024-07-07
20559,New Cairo,Studio,5,3,157,Developer_9,Available,9369538.28,2024-11-19
20560,Maadi,Villa,4,3,226,Developer_10,Sold,20887631.36,2024-06-02
20561,Heliopolis,Studio,3,4,63,Developer_8,Available,2549816.16,2024-01-22
